2.567500000000000000e+02 3.600000000000000000e+01 nan
2.567500000000000000e+02 3.625000000000000000e+01 nan
2.567500000000000000e+02 3.650000000000000000e+01 nan
2.567500000000000000e+02 3.675000000000000000e+01 nan
2.567500000000000000e+02 3.700000000000000000e+01 nan
2.567500000000000000e+02 3.725000000000000000e+01 nan
2.567500000000000000e+02 3.750000000000000000e+01 nan
2.567500000000000000e+02 3.775000000000000000e+01 nan
2.567500000000000000e+02 3.800000000000000000e+01 nan
2.567500000000000000e+02 3.825000000000000000e+01 nan
2.567500000000000000e+02 3.850000000000000000e+01 nan
2.567500000000000000e+02 3.875000000000000000e+01 nan
2.567500000000000000e+02 3.900000000000000000e+01 nan
2.570000000000000000e+02 3.450000000000000000e+01 nan
2.570000000000000000e+02 3.475000000000000000e+01 nan
2.570000000000000000e+02 3.500000000000000000e+01 nan
2.570000000000000000e+02 3.525000000000000000e+01 nan
2.570000000000000000e+02 3.550000000000000000e+01 nan
2.570000000000000000e+02 3.575000000000000000e+01 nan
2.570000000000000000e+02 3.600000000000000000e+01 nan
2.570000000000000000e+02 3.625000000000000000e+01 nan
2.570000000000000000e+02 3.650000000000000000e+01 nan
2.570000000000000000e+02 3.675000000000000000e+01 nan
2.570000000000000000e+02 3.700000000000000000e+01 nan
2.570000000000000000e+02 3.725000000000000000e+01 nan
2.570000000000000000e+02 3.750000000000000000e+01 nan
2.570000000000000000e+02 3.775000000000000000e+01 nan
2.570000000000000000e+02 3.800000000000000000e+01 nan
2.570000000000000000e+02 3.825000000000000000e+01 nan
2.570000000000000000e+02 3.850000000000000000e+01 nan
2.570000000000000000e+02 3.875000000000000000e+01 nan
2.570000000000000000e+02 3.900000000000000000e+01 nan
2.572500000000000000e+02 3.450000000000000000e+01 nan
2.572500000000000000e+02 3.475000000000000000e+01 nan
2.572500000000000000e+02 3.500000000000000000e+01 nan
2.572500000000000000e+02 3.525000000000000000e+01 nan
2.572500000000000000e+02 3.550000000000000000e+01 nan
2.572500000000000000e+02 3.575000000000000000e+01 nan
2.572500000000000000e+02 3.600000000000000000e+01 nan
2.572500000000000000e+02 3.625000000000000000e+01 nan
2.572500000000000000e+02 3.650000000000000000e+01 nan
2.572500000000000000e+02 3.675000000000000000e+01 nan
2.572500000000000000e+02 3.700000000000000000e+01 nan
2.572500000000000000e+02 3.725000000000000000e+01 nan
2.572500000000000000e+02 3.750000000000000000e+01 nan
2.572500000000000000e+02 3.775000000000000000e+01 nan
2.572500000000000000e+02 3.800000000000000000e+01 nan
2.572500000000000000e+02 3.825000000000000000e+01 nan
2.572500000000000000e+02 3.850000000000000000e+01 nan
2.572500000000000000e+02 3.875000000000000000e+01 nan
2.572500000000000000e+02 3.900000000000000000e+01 nan
2.575000000000000000e+02 3.450000000000000000e+01 nan
2.575000000000000000e+02 3.475000000000000000e+01 nan
2.575000000000000000e+02 3.500000000000000000e+01 nan
2.575000000000000000e+02 3.525000000000000000e+01 nan
2.575000000000000000e+02 3.550000000000000000e+01 nan
2.575000000000000000e+02 3.575000000000000000e+01 nan
2.575000000000000000e+02 3.600000000000000000e+01 nan
2.575000000000000000e+02 3.625000000000000000e+01 nan
2.575000000000000000e+02 3.650000000000000000e+01 nan
2.575000000000000000e+02 3.675000000000000000e+01 nan
2.575000000000000000e+02 3.700000000000000000e+01 nan
2.575000000000000000e+02 3.725000000000000000e+01 nan
2.575000000000000000e+02 3.750000000000000000e+01 nan
2.575000000000000000e+02 3.775000000000000000e+01 nan
2.575000000000000000e+02 3.800000000000000000e+01 nan
2.575000000000000000e+02 3.825000000000000000e+01 nan
2.575000000000000000e+02 3.850000000000000000e+01 nan
2.575000000000000000e+02 3.875000000000000000e+01 nan
2.575000000000000000e+02 3.900000000000000000e+01 nan
2.577500000000000000e+02 3.450000000000000000e+01 nan
2.577500000000000000e+02 3.475000000000000000e+01 nan
2.577500000000000000e+02 3.500000000000000000e+01 nan
2.577500000000000000e+02 3.525000000000000000e+01 nan
2.577500000000000000e+02 3.550000000000000000e+01 nan
2.577500000000000000e+02 3.575000000000000000e+01 nan
2.577500000000000000e+02 3.600000000000000000e+01 nan
2.577500000000000000e+02 3.625000000000000000e+01 nan
2.577500000000000000e+02 3.650000000000000000e+01 nan
2.577500000000000000e+02 3.675000000000000000e+01 nan
2.577500000000000000e+02 3.700000000000000000e+01 nan
2.577500000000000000e+02 3.725000000000000000e+01 nan
2.577500000000000000e+02 3.750000000000000000e+01 nan
2.577500000000000000e+02 3.775000000000000000e+01 nan
2.577500000000000000e+02 3.800000000000000000e+01 nan
2.577500000000000000e+02 3.825000000000000000e+01 nan
2.577500000000000000e+02 3.850000000000000000e+01 nan
2.577500000000000000e+02 3.875000000000000000e+01 nan
2.577500000000000000e+02 3.900000000000000000e+01 nan
2.580000000000000000e+02 3.450000000000000000e+01 nan
2.580000000000000000e+02 3.475000000000000000e+01 nan
2.580000000000000000e+02 3.500000000000000000e+01 nan
2.580000000000000000e+02 3.525000000000000000e+01 nan
2.580000000000000000e+02 3.550000000000000000e+01 nan
2.580000000000000000e+02 3.575000000000000000e+01 nan
2.580000000000000000e+02 3.600000000000000000e+01 nan
2.580000000000000000e+02 3.625000000000000000e+01 nan
2.580000000000000000e+02 3.650000000000000000e+01 nan
2.580000000000000000e+02 3.675000000000000000e+01 nan
2.580000000000000000e+02 3.700000000000000000e+01 nan
2.580000000000000000e+02 3.725000000000000000e+01 nan
2.580000000000000000e+02 3.750000000000000000e+01 nan
2.580000000000000000e+02 3.775000000000000000e+01 nan
2.580000000000000000e+02 3.800000000000000000e+01 nan
2.580000000000000000e+02 3.825000000000000000e+01 nan
2.580000000000000000e+02 3.850000000000000000e+01 nan
2.580000000000000000e+02 3.875000000000000000e+01 nan
2.580000000000000000e+02 3.900000000000000000e+01 nan
2.582500000000000000e+02 3.450000000000000000e+01 nan
2.582500000000000000e+02 3.475000000000000000e+01 nan
2.582500000000000000e+02 3.500000000000000000e+01 nan
2.582500000000000000e+02 3.525000000000000000e+01 nan
2.582500000000000000e+02 3.550000000000000000e+01 nan
2.582500000000000000e+02 3.575000000000000000e+01 nan
2.582500000000000000e+02 3.600000000000000000e+01 nan
2.582500000000000000e+02 3.625000000000000000e+01 nan
2.582500000000000000e+02 3.650000000000000000e+01 nan
2.582500000000000000e+02 3.675000000000000000e+01 nan
2.582500000000000000e+02 3.700000000000000000e+01 nan
2.582500000000000000e+02 3.725000000000000000e+01 nan
2.582500000000000000e+02 3.750000000000000000e+01 nan
2.582500000000000000e+02 3.775000000000000000e+01 nan
2.582500000000000000e+02 3.800000000000000000e+01 nan
2.582500000000000000e+02 3.825000000000000000e+01 nan
2.582500000000000000e+02 3.850000000000000000e+01 nan
2.582500000000000000e+02 3.875000000000000000e+01 nan
2.582500000000000000e+02 3.900000000000000000e+01 nan
